post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:woo-feed-brand,tax:fb_product_set,meta:attr_label_translations,meta:description,meta:fb_product_description,meta:fb_product_group_id,meta:fb_product_image,meta:fb_product_item_id,meta:fb_product_price,meta:fb_visibility,meta:rs_page_bg_color,meta:shop_iner_breadcrumbs,meta:shop_inner_footer,meta:shop_inner_navigator,meta:shop_inner_style,meta:shop_single_bg_cl,meta:total_sales,meta:wcml_sync_hash,meta:wd_additional_variation_images_data,meta:wd_page_css_files,meta:woo_feed_material_var,meta:woo_variation_gallery_images,meta:woodmart_fbt_bundles_id,meta:woodmart_history_of_visits,meta:woodmart_price_unit_of_measure,meta:woodmart_sguide_select,meta:woodmart_total_stock_quantity,meta:woodmart_wc_video_gallery,meta:wpaicg_generate_description,meta:wpaicg_generate_meta,meta:wpaicg_generate_short,meta:wpaicg_generate_tags,meta:wpaicg_generate_title,meta:wpaicg_product_description,meta:wpaicg_product_short,meta:wpaicg_product_tags,meta:wpaicg_product_title,meta:attribute_pa_brand,meta:attribute_pa_color,meta:attribute_pa_fabric,meta:attribute_pa_material,meta:attribute_pa_quantity,meta:attribute_pa_sizes,meta:attribute_pa_texture,meta:attribute_pa_thickness,meta:attribute_size,attribute:pa_brand,attribute_data:pa_brand,attribute_default:pa_brand,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_model,attribute_data:pa_model,attribute_default:pa_model,attribute:pa_sizes,attribute_data:pa_sizes,attribute_default:pa_sizes,attribute:pa_texture,attribute_data:pa_texture,attribute_default:pa_texture,attribute:pa_thickness,attribute_data:pa_thickness,attribute_default:pa_thickness,attribute:العدد,attribute_data:العدد,attribute_default:العدد
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - بني",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-8-بني,19345,19430,,"اللون: بني",publish,,33,"2023-03-05 03:23:13",6,closed,0710502702008,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/نعال-خمري-ارتيني-AMB-03-1..jpg ! alt :  ! title : نعال خمري ارتيني AMB 03 1. ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5772428939440630,,yes,,,,,,,0,,"27365,27366,27367,27368,27369,27370,27371,27371,",,,,,,,,,,,,,,,,,,,,بني,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - بني",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-9-بني,19345,19431,,"اللون: بني",publish,,34,"2023-03-05 03:23:22",6,closed,0710502702009,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2023/03/نعال-خمري-ارتيني-AMB-03-1..jpg ! alt :  ! title : نعال خمري ارتيني AMB 03 1. ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5260628737289291,,yes,,,,,,,0,,"27372,27373,27374,27375,27376,27377,27378,27378,",,,,,,,,,,,,,,,,,,,,بني,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - بيج",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-10-بيج,19345,19432,,"اللون: بيج",publish,,35,"2023-03-05 03:23:31",6,closed,0710502707010,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آرتيني-بيج-1.jpg ! alt :  ! title : نعال آرتيني بيج (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5006115766151214,,yes,,,,,,,0,,"35929,35930,35931,35932,35933,35934,35935,35938,35936,35937,",,,,,,,,,,,,,,,,,,,,بيج,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - بيج",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-11-بيج,19345,19433,,"اللون: بيج",publish,,36,"2023-03-05 03:23:39",6,closed,0710502707011,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آرتيني-بيج-1.jpg ! alt :  ! title : نعال آرتيني بيج (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,4773101762817409,,yes,,,,,,,0,,"35929,35938,35935,35934,35933,35932,35931,35930,35937,35936,",,,,,,,,,,,,,,,,,,,,بيج,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - بيج",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-12-بيج,19345,19434,,"اللون: بيج",publish,,37,"2023-03-05 03:24:53",6,closed,0710502707012,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آرتيني-بيج-1.jpg ! alt :  ! title : نعال آرتيني بيج (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,4779668408822582,,yes,,,,,,,0,,"35929,35938,35935,35934,35933,35932,35931,35930,35937,35936,",,,,,,,,,,,,,,,,,,,,بيج,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - بيج",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-13-بيج,19345,19435,,"اللون: بيج",publish,,38,"2023-03-05 03:25:03",6,closed,0710502707013,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آرتيني-بيج-1.jpg ! alt :  ! title : نعال آرتيني بيج (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,4534771916623986,,yes,,,,,,,0,,"35929,35938,35935,35934,35933,35932,35931,35930,35937,35936,",,,,,,,,,,,,,,,,,,,,بيج,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - بيج",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-7-بيج,19345,19436,,"اللون: بيج",publish,,39,"2023-03-05 03:25:12",6,closed,0710502707007,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آرتيني-بيج-1.jpg ! alt :  ! title : نعال آرتيني بيج (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5178426925529933,,yes,,,,,,,0,,"35929,35938,35935,35934,35933,35932,35931,35930,35937,35936,",,,,,,,,,,,,,,,,,,,,بيج,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - بيج",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-8-بيج,19345,19437,,"اللون: بيج",publish,,40,"2023-03-05 03:25:21",6,closed,0710502707008,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آرتيني-بيج-1.jpg ! alt :  ! title : نعال آرتيني بيج (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,7411105782293322,,yes,,,,,,,0,,"35929,35938,35935,35934,35933,35932,35931,35930,35937,35936,",,,,,,,,,,,,,,,,,,,,بيج,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - بيج",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-9-بيج,19345,19438,,"اللون: بيج",publish,,41,"2023-03-05 03:25:29",6,closed,0710502707009,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آرتيني-بيج-1.jpg ! alt :  ! title : نعال آرتيني بيج (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,4960244804092457,,yes,,,,,,,0,,"35929,35938,35935,35934,35933,35932,35931,35930,35937,35936,",,,,,,,,,,,,,,,,,,,,بيج,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - رمادي",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-10-رماد,19345,19439,,"اللون: رمادي",publish,,42,"2023-03-05 03:25:38",6,closed,0710502703010,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آتيني-رمادي-1.jpg ! alt :  ! title : نعال آتيني رمادي (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5032855986798583,,yes,,,,,,,0,,"35963,35964,35969,35968,35967,35966,35965,35970,35971,35972,",,,,,,,,,,,,,,,,,,,,رمادي,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - رمادي",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-11-رماد,19345,19440,,"اللون: رمادي",publish,,43,"2023-03-05 03:25:47",6,closed,0710502703011,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آتيني-رمادي-1.jpg ! alt :  ! title : نعال آتيني رمادي (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5549564261740284,,yes,,,,,,,0,,"35963,35964,35969,35968,35967,35966,35965,35970,35971,35972,",,,,,,,,,,,,,,,,,,,,رمادي,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - رمادي",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-12-رماد,19345,19441,,"اللون: رمادي",publish,,44,"2023-03-05 03:25:57",6,closed,0710502703012,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آتيني-رمادي-1.jpg ! alt :  ! title : نعال آتيني رمادي (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,4854045884651251,,yes,,,,,,,0,,"35963,35964,35969,35968,35967,35966,35965,35970,35971,35972,",,,,,,,,,,,,,,,,,,,,رمادي,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - رمادي",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-13-رماد,19345,19442,,"اللون: رمادي",publish,,45,"2023-03-05 03:26:08",6,closed,0710502703013,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آتيني-رمادي-1.jpg ! alt :  ! title : نعال آتيني رمادي (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,4936835896435500,,yes,,,,,,,0,,"35963,35964,35969,35968,35967,35966,35965,35970,35971,35972,",,,,,,,,,,,,,,,,,,,,رمادي,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - رمادي",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-7-رماد,19345,19443,,"اللون: رمادي",publish,,46,"2023-03-05 03:26:17",6,closed,0710502703007,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آتيني-رمادي-1.jpg ! alt :  ! title : نعال آتيني رمادي (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5067210630036199,,yes,,,,,,,0,,"35963,35964,35969,35968,35967,35966,35965,35970,35971,35972,",,,,,,,,,,,,,,,,,,,,رمادي,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - رمادي",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-8-رماد,19345,19444,,"اللون: رمادي",publish,,47,"2023-03-05 03:26:27",6,closed,0710502703008,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آتيني-رمادي-1.jpg ! alt :  ! title : نعال آتيني رمادي (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5373152582708611,,yes,,,,,,,0,,"35963,35964,35969,35968,35967,35966,35965,35970,35971,35972,",,,,,,,,,,,,,,,,,,,,رمادي,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - رمادي",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-9-رماد,19345,19445,,"اللون: رمادي",publish,,48,"2023-03-05 03:26:38",6,closed,0710502703009,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/نعال-آتيني-رمادي-1.jpg ! alt :  ! title : نعال آتيني رمادي (1) ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,4013842628740915,,yes,,,,,,,0,,"35963,35964,35969,35968,35967,35966,35965,35970,35971,35972,",,,,,,,,,,,,,,,,,,,,رمادي,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - زيتوني",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-10-زيتو,19345,19446,,"اللون: زيتوني",publish,,49,"2023-03-05 03:26:47",6,closed,0710502704010,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/165A8104.jpg ! alt :  ! title : 165A8104 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5517218098300386,,yes,,,,,,,0,,"35974,35975,35976,35977,35978,35979,35980,35981,35982",,,,,,,,,,,,,,,,,,,,زيتوني,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - زيتوني",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-11-زيتو,19345,19447,,"اللون: زيتوني",publish,,50,"2023-03-05 03:26:57",6,closed,0710502704011,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/165A8104.jpg ! alt :  ! title : 165A8104 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5602192246459592,,yes,,,,,,,0,,"35974,35975,35979,35978,35977,35976,35980,35982,35981,",,,,,,,,,,,,,,,,,,,,زيتوني,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - زيتوني",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-12-زيتو,19345,19448,,"اللون: زيتوني",publish,,51,"2023-03-05 03:27:08",6,closed,0710502704012,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/165A8104.jpg ! alt :  ! title : 165A8104 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,4978966838807309,,yes,,,,,,,0,,"35974,35975,35979,35978,35977,35976,35980,35982,35981,",,,,,,,,,,,,,,,,,,,,زيتوني,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - زيتوني",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-13-زيتو,19345,19449,,"اللون: زيتوني",publish,,52,"2023-03-05 03:27:18",6,closed,0710502704013,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/165A8104.jpg ! alt :  ! title : 165A8104 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,4700572520046821,,yes,,,,,,,0,,"35974,35975,35979,35978,35977,35976,35980,35982,35981,",,,,,,,,,,,,,,,,,,,,زيتوني,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - زيتوني",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-7-زيتو,19345,19450,,"اللون: زيتوني",publish,,53,"2023-03-05 03:27:28",6,closed,0710502704007,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/165A8104.jpg ! alt :  ! title : 165A8104 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,5039882146102257,,yes,,,,,,,0,,"35974,35980,35979,35978,35977,35976,35975,35982,35981,",,,,,,,,,,,,,,,,,,,,زيتوني,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"نعال جلد سكوتش كالف إيطالي كلاسيكي -AMB03 - زيتوني",نعال-جلد-سكوتش-كالف-إيطالي-فاخر-amb03-8-زيتو,19345,19451,,"اللون: زيتوني",publish,,54,"2023-03-05 03:27:38",6,closed,0710502704008,07105027,,no,no,null,840,588,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,"https://kalash.gallery/wp-content/uploads/2022/04/165A8104.jpg ! alt :  ! title : 165A8104 ! desc :  ! caption : ",,https://kalash.gallery/product/%d9%86%d8%b9%d8%a7%d9%84-%d8%ac%d9%84%d8%af-%d8%b3%d9%83%d9%88%d8%aa%d8%b4-%d9%83%d8%a7%d9%84%d9%81-%d8%a5%d9%8a%d8%b7%d8%a7%d9%84%d9%8a-%d9%81%d8%a7%d8%ae%d8%b1-amb03/,,,,,,,,,,,,,,,,,,,,,,,,4953425374778550,,yes,,,,,,,0,,"35974,35975,35979,35978,35977,35976,35980,35982,35981,",,,,,,,,,,,,,,,,,,,,زيتوني,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
